nivel_registro,bloco_analisado,id_nota,num_nota,data_nota,titulo_nota,topico_tematica,porcentagem_presenca,vocabularios_chave_identificados,justificativa_metodologica,revisao_necessaria
Nota,Cooperação Multilateral e Governança Global,1818,226,02/06/2023,"Declaração Conjunta do Cabo da Boa Esperança – Ministros das Relações Exteriores e Relações Internacionais do BRICS – Cidade do Cabo, África do Sul, 1º de junho de 2023",Multilateralismo e Foruns Plurilaterais,25.3%,brics (35x); g20 (10x); cupula (4x); summit (4x); declaracao conjunta (2x); consenso (1x),"Peso semantico do topico 'Multilateralismo e Foruns Plurilaterais' na nota = 64 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 253. Percentual = (64 / 253) x 100 = 25.3%. Termos computados (radical, casamento por fronteira de palavra): brics (35x); g20 (10x); cupula (4x); summit (4x); declaracao conjunta (2x); consenso (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1818,226,02/06/2023,"Declaração Conjunta do Cabo da Boa Esperança – Ministros das Relações Exteriores e Relações Internacionais do BRICS – Cidade do Cabo, África do Sul, 1º de junho de 2023","Defesa, Seguranca Internacional e Geopolitica",18.6%,terrorismo (13x); security (10x); peace (6x); paz (5x); conflito (4x); desarmamento (3x); solucao pacifica (1x); mediacao (1x),"Peso semantico do topico 'Defesa, Seguranca Internacional e Geopolitica' na nota = 47 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 253. Percentual = (47 / 253) x 100 = 18.6%. Termos computados (radical, casamento por fronteira de palavra): terrorismo (13x); security (10x); peace (6x); paz (5x); conflito (4x); desarmamento (3x); solucao pacifica (1x); mediacao (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1818,226,02/06/2023,"Declaração Conjunta do Cabo da Boa Esperança – Ministros das Relações Exteriores e Relações Internacionais do BRICS – Cidade do Cabo, África do Sul, 1º de junho de 2023",Governanca Global e Reforma Institucional,12.6%,nacoes unidas (8x); united nations (8x); multilateralism (4x); conselho de seguranca (3x); security council (3x); governanca global (2x); multilateralismo (2x); global governance (2x),"Peso semantico do topico 'Governanca Global e Reforma Institucional' na nota = 32 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 253. Percentual = (32 / 253) x 100 = 12.6%. Termos computados (radical, casamento por fronteira de palavra): nacoes unidas (8x); united nations (8x); multilateralism (4x); conselho de seguranca (3x); security council (3x); governanca global (2x); multilateralismo (2x); global governance (2x).",Não
Nota,Cooperação Multilateral e Governança Global,1818,226,02/06/2023,"Declaração Conjunta do Cabo da Boa Esperança – Ministros das Relações Exteriores e Relações Internacionais do BRICS – Cidade do Cabo, África do Sul, 1º de junho de 2023","Infraestrutura, Investimentos e Financas",10.7%,finance (6x); ndb (6x); financial (5x); financiamento (4x); infraestrutura (2x); infrastructure (2x); moedas locais (1x),"Peso semantico do topico 'Infraestrutura, Investimentos e Financas' na nota = 27 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 253. Percentual = (27 / 253) x 100 = 10.7%. Termos computados (radical, casamento por fronteira de palavra): finance (6x); ndb (6x); financial (5x); financiamento (4x); infraestrutura (2x); infrastructure (2x); moedas locais (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1818,226,02/06/2023,"Declaração Conjunta do Cabo da Boa Esperança – Ministros das Relações Exteriores e Relações Internacionais do BRICS – Cidade do Cabo, África do Sul, 1º de junho de 2023","Transicao Energetica, Meio Ambiente e Mudanca do Clima",9.5%,cop (6x); climate change (6x); climatic (4x); environment (3x); mudanca do clima (2x); sustentabilidade (1x); ambiental (1x); sustainability (1x),"Peso semantico do topico 'Transicao Energetica, Meio Ambiente e Mudanca do Clima' na nota = 24 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 253. Percentual = (24 / 253) x 100 = 9.5%. Termos computados (radical, casamento por fronteira de palavra): cop (6x); climate change (6x); climatic (4x); environment (3x); mudanca do clima (2x); sustentabilidade (1x); ambiental (1x); sustainability (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1818,226,02/06/2023,"Declaração Conjunta do Cabo da Boa Esperança – Ministros das Relações Exteriores e Relações Internacionais do BRICS – Cidade do Cabo, África do Sul, 1º de junho de 2023","Economia, Comercio Exterior e Agronegocio",8.7%,import (17x); comercio (3x); trade (2x),"Peso semantico do topico 'Economia, Comercio Exterior e Agronegocio' na nota = 22 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 253. Percentual = (22 / 253) x 100 = 8.7%. Termos computados (radical, casamento por fronteira de palavra): import (17x); comercio (3x); trade (2x).",Não
Nota,Cooperação Multilateral e Governança Global,1818,226,02/06/2023,"Declaração Conjunta do Cabo da Boa Esperança – Ministros das Relações Exteriores e Relações Internacionais do BRICS – Cidade do Cabo, África do Sul, 1º de junho de 2023",Direitos Humanos e Direito Internacional Humanitario,6.3%,direitos humanos (7x); human rights (7x); assistencia humanitaria (1x); humanitarian (1x),"Peso semantico do topico 'Direitos Humanos e Direito Internacional Humanitario' na nota = 16 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 253. Percentual = (16 / 253) x 100 = 6.3%. Termos computados (radical, casamento por fronteira de palavra): direitos humanos (7x); human rights (7x); assistencia humanitaria (1x); humanitarian (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1818,226,02/06/2023,"Declaração Conjunta do Cabo da Boa Esperança – Ministros das Relações Exteriores e Relações Internacionais do BRICS – Cidade do Cabo, África do Sul, 1º de junho de 2023","Tecnologia, Inovacao e Espaco",5.1%,tecnolog (5x); inovac (2x); technology (2x); innovation (2x); inteligencia artificial (1x); artificial intelligence (1x),"Peso semantico do topico 'Tecnologia, Inovacao e Espaco' na nota = 13 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 253. Percentual = (13 / 253) x 100 = 5.1%. Termos computados (radical, casamento por fronteira de palavra): tecnolog (5x); inovac (2x); technology (2x); innovation (2x); inteligencia artificial (1x); artificial intelligence (1x).",Não
Nota,Cooperação Multilateral e Governança Global,1818,226,02/06/2023,"Declaração Conjunta do Cabo da Boa Esperança – Ministros das Relações Exteriores e Relações Internacionais do BRICS – Cidade do Cabo, África do Sul, 1º de junho de 2023",Outros / Temas Residuais (abaixo do limiar de 3%),3.2%,"Cooperacao Bilateral e Sul-Sul; Diplomacia Institucional e Atos Bilaterais; Educacao, Cultura e Intercambio Humano; Saude Publica e Cooperacao Sanitaria",Soma dos topicos com peso semantico individual abaixo do limiar de materialidade de 3.0% adotado neste relatorio para evitar fragmentacao excessiva de temas acessorios.,Não
Consolidado Bloco,Cooperação Multilateral e Governança Global,,,,Consolidado Geral do Bloco: Cooperação Multilateral e Governança Global,Multilateralismo e Foruns Plurilaterais,31.4%,brics (1328x); g20 (81x); summit (53x); cupula (38x); consenso (33x); deg (13x); declaracao conjunta (8x); celac (4x),Consolidacao ponderada das 10 notas do bloco. Peso semantico acumulado do topico 'Multilateralismo e Foruns Plurilaterais' = 1593 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 5081. Percentual consolidado = (1593 / 5081) x 100 = 31.4%. Termos mais recorrentes no bloco: brics (1328x); g20 (81x); summit (53x); cupula (38x); consenso (33x); deg (13x); declaracao conjunta (8x); celac (4x).,Não
Consolidado Bloco,Cooperação Multilateral e Governança Global,,,,Consolidado Geral do Bloco: Cooperação Multilateral e Governança Global,"Economia, Comercio Exterior e Agronegocio",11.9%,import (321x); trade (109x); comercio (76x); agricultur (60x); agricola (17x); export (7x); customs (7x); salvaguarda (4x); alfandegari (2x); mapa (1x),"Consolidacao ponderada das 10 notas do bloco. Peso semantico acumulado do topico 'Economia, Comercio Exterior e Agronegocio' = 606 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 5081. Percentual consolidado = (606 / 5081) x 100 = 11.9%. Termos mais recorrentes no bloco: import (321x); trade (109x); comercio (76x); agricultur (60x); agricola (17x); export (7x); customs (7x); salvaguarda (4x); alfandegari (2x); mapa (1x).",Não
Consolidado Bloco,Cooperação Multilateral e Governança Global,,,,Consolidado Geral do Bloco: Cooperação Multilateral e Governança Global,"Defesa, Seguranca Internacional e Geopolitica",11.8%,security (186x); peace (138x); paz (79x); conflito (74x); terrorismo (53x); mediacao (11x); geopolitica (11x); oriente medio (10x); solucao pacifica (9x); desarmamento (9x),"Consolidacao ponderada das 10 notas do bloco. Peso semantico acumulado do topico 'Defesa, Seguranca Internacional e Geopolitica' = 601 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 5081. Percentual consolidado = (601 / 5081) x 100 = 11.8%. Termos mais recorrentes no bloco: security (186x); peace (138x); paz (79x); conflito (74x); terrorismo (53x); mediacao (11x); geopolitica (11x); oriente medio (10x); solucao pacifica (9x); desarmamento (9x).",Não
Consolidado Bloco,Cooperação Multilateral e Governança Global,,,,Consolidado Geral do Bloco: Cooperação Multilateral e Governança Global,"Infraestrutura, Investimentos e Financas",9.6%,finance (113x); financial (87x); infrastructure (63x); financiamento (62x); ndb (51x); infraestrutura (46x); investment (45x); conectividade (11x); moedas locais (9x); ferrovia (1x),"Consolidacao ponderada das 10 notas do bloco. Peso semantico acumulado do topico 'Infraestrutura, Investimentos e Financas' = 490 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 5081. Percentual consolidado = (490 / 5081) x 100 = 9.6%. Termos mais recorrentes no bloco: finance (113x); financial (87x); infrastructure (63x); financiamento (62x); ndb (51x); infraestrutura (46x); investment (45x); conectividade (11x); moedas locais (9x); ferrovia (1x).",Não
Consolidado Bloco,Cooperação Multilateral e Governança Global,,,,Consolidado Geral do Bloco: Cooperação Multilateral e Governança Global,"Transicao Energetica, Meio Ambiente e Mudanca do Clima",8.4%,environment (79x); climate change (69x); cop (66x); climatic (47x); mudanca do clima (35x); biodiversity (29x); ambiental (18x); sustainability (18x); sustentabilidade (17x); energy transition (17x),"Consolidacao ponderada das 10 notas do bloco. Peso semantico acumulado do topico 'Transicao Energetica, Meio Ambiente e Mudanca do Clima' = 429 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 5081. Percentual consolidado = (429 / 5081) x 100 = 8.4%. Termos mais recorrentes no bloco: environment (79x); climate change (69x); cop (66x); climatic (47x); mudanca do clima (35x); biodiversity (29x); ambiental (18x); sustainability (18x); sustentabilidade (17x); energy transition (17x).",Não
Consolidado Bloco,Cooperação Multilateral e Governança Global,,,,Consolidado Geral do Bloco: Cooperação Multilateral e Governança Global,Governanca Global e Reforma Institucional,7.8%,united nations (102x); nacoes unidas (101x); multilateralism (41x); security council (37x); conselho de seguranca (28x); global governance (22x); governanca global (18x); multilateralismo (17x); international order (7x); arquitetura financeira (6x),Consolidacao ponderada das 10 notas do bloco. Peso semantico acumulado do topico 'Governanca Global e Reforma Institucional' = 397 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 5081. Percentual consolidado = (397 / 5081) x 100 = 7.8%. Termos mais recorrentes no bloco: united nations (102x); nacoes unidas (101x); multilateralism (41x); security council (37x); conselho de seguranca (28x); global governance (22x); governanca global (18x); multilateralismo (17x); international order (7x); arquitetura financeira (6x).,Não
Consolidado Bloco,Cooperação Multilateral e Governança Global,,,,Consolidado Geral do Bloco: Cooperação Multilateral e Governança Global,"Tecnologia, Inovacao e Espaco",7.0%,tecnolog (89x); innovation (64x); technology (50x); inovac (48x); dados (33x); inteligencia artificial (19x); artificial intelligence (18x); satellite (7x); robotic (6x); research and development (6x),"Consolidacao ponderada das 10 notas do bloco. Peso semantico acumulado do topico 'Tecnologia, Inovacao e Espaco' = 356 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 5081. Percentual consolidado = (356 / 5081) x 100 = 7.0%. Termos mais recorrentes no bloco: tecnolog (89x); innovation (64x); technology (50x); inovac (48x); dados (33x); inteligencia artificial (19x); artificial intelligence (18x); satellite (7x); robotic (6x); research and development (6x).",Não
Consolidado Bloco,Cooperação Multilateral e Governança Global,,,,Consolidado Geral do Bloco: Cooperação Multilateral e Governança Global,"Educacao, Cultura e Intercambio Humano",4.4%,cultura (71x); education (41x); sport (28x); educacao (24x); tourism (14x); turismo (12x); esporte (12x); university (7x); universidade (4x); intercambio cultural (3x),"Consolidacao ponderada das 10 notas do bloco. Peso semantico acumulado do topico 'Educacao, Cultura e Intercambio Humano' = 222 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 5081. Percentual consolidado = (222 / 5081) x 100 = 4.4%. Termos mais recorrentes no bloco: cultura (71x); education (41x); sport (28x); educacao (24x); tourism (14x); turismo (12x); esporte (12x); university (7x); universidade (4x); intercambio cultural (3x).",Não
Consolidado Bloco,Cooperação Multilateral e Governança Global,,,,Consolidado Geral do Bloco: Cooperação Multilateral e Governança Global,Direitos Humanos e Direito Internacional Humanitario,3.7%,humanitarian (60x); human rights (52x); direitos humanos (33x); fome (24x); assistencia humanitaria (10x); direito internacional humanitario (9x); combate a pobreza (1x),Consolidacao ponderada das 10 notas do bloco. Peso semantico acumulado do topico 'Direitos Humanos e Direito Internacional Humanitario' = 189 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 5081. Percentual consolidado = (189 / 5081) x 100 = 3.7%. Termos mais recorrentes no bloco: humanitarian (60x); human rights (52x); direitos humanos (33x); fome (24x); assistencia humanitaria (10x); direito internacional humanitario (9x); combate a pobreza (1x).,Não
Consolidado Bloco,Cooperação Multilateral e Governança Global,,,,Consolidado Geral do Bloco: Cooperação Multilateral e Governança Global,Saude Publica e Cooperacao Sanitaria,2.3%,saude (63x); pandemic (18x); saude publica (7x); public health (7x); vaccine (7x); vacina (5x); pandemia (5x); epidemia (2x); epidemic (2x); covid-19 (1x),Consolidacao ponderada das 10 notas do bloco. Peso semantico acumulado do topico 'Saude Publica e Cooperacao Sanitaria' = 117 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 5081. Percentual consolidado = (117 / 5081) x 100 = 2.3%. Termos mais recorrentes no bloco: saude (63x); pandemic (18x); saude publica (7x); public health (7x); vaccine (7x); vacina (5x); pandemia (5x); epidemia (2x); epidemic (2x); covid-19 (1x).,Não
Consolidado Bloco,Cooperação Multilateral e Governança Global,,,,Consolidado Geral do Bloco: Cooperação Multilateral e Governança Global,"Outros / Temas Residuais (abaixo do limiar de 1,5%)",1.7%,Cooperacao Bilateral e Sul-Sul; Diplomacia Institucional e Atos Bilaterais,Soma dos topicos com peso semantico individual abaixo do limiar de materialidade de 1.5% adotado no nivel de bloco.,Não
